id,fixed,fixedvalue,variable,aggfunction,aggvalue,pattern,metric
382,{name},'Geoffrey M. Voelker',{year},sum,pubcount,increasing,0.74999999999999989
383,{name},'Hua-Yan Wang',{year},sum,pubcount,decreasing,1.0
384,{name},'Gabriel Bender',{year},sum,pubcount,decreasing,1.0
385,{name},'Thanawin Rakthanmanon',{year},sum,pubcount,decreasing,1.0
386,{name},'Nathanael Hyafil',{year},sum,pubcount,decreasing,1.0
387,{name},'Alexandra Meliou',{year},sum,pubcount,decreasing,0.75
388,{name},'Oscar Luaces',{year},sum,pubcount,decreasing,1.0
389,{name},'Bernhard Stegmaier',{year},sum,pubcount,decreasing,1.0
390,{name},'Melanie Herschel',{year},sum,pubcount,decreasing,1.0
391,{name},'Junyi Xie',{year},sum,pubcount,increasing,0.75
392,{name},'Kapil Surlaker',{year},sum,pubcount,decreasing,1.0
393,{name},'Ruijiang Li',{year},sum,pubcount,decreasing,1.0
394,{name},'Panagiotis Vagenas',{year},sum,pubcount,decreasing,1.0
395,{name},'Bai Wang',{year},sum,pubcount,decreasing,1.0
396,{name},'Jaesik Choi',{year},sum,pubcount,decreasing,1.0
397,{name},'Dingming Wu',{year},sum,pubcount,increasing,0.74999999999999989
398,{name},'Jun Zhao',{year},sum,pubcount,decreasing,1.0
399,{name},'Iman Elghandour',{year},sum,pubcount,increasing,1.0
400,{name},'Albert Yu',{year},sum,pubcount,decreasing,1.0
401,{name},'Benjamin Bercovitz',{year},sum,pubcount,increasing,1.0
402,{name},'Frank Wolter',{year},sum,pubcount,decreasing,0.88043478260869568
403,{name},'Giuseppe Carenini',{year},sum,pubcount,decreasing,0.75
404,{name},'Zhenming Liu',{year},sum,pubcount,increasing,1.0
405,{name},'Christian Drescher',{year},sum,pubcount,increasing,1.0
406,{name},'Paul Lu',{year},sum,pubcount,increasing,1.0
407,{name},'Anil Nori',{year},sum,pubcount,increasing,1.0
408,{name},'Hiroaki Shiokawa',{year},sum,pubcount,decreasing,1.0
409,{name},'James Tin-Yau Kwok',{year},sum,pubcount,decreasing,1.0
410,{name},'Alex Graves',{year},sum,pubcount,decreasing,1.0
411,{name},'Ning Liu',{year},sum,pubcount,increasing,1.0
412,{name},'Le Gruenwald',{year},sum,pubcount,increasing,1.0
413,{name},'Uri Shaft',{year},sum,pubcount,decreasing,1.0
414,{name},'Svetlana Obraztsova',{year},sum,pubcount,decreasing,1.0
415,{name},'Tie-Yan Liu',{year},sum,pubcount,increasing,0.77368421052631575
416,{name},'Windsor W. Hsu',{year},sum,pubcount,decreasing,0.75
417,{name},'Venkateshwaran Venkataramani',{year},sum,pubcount,increasing,1.0
418,{name},'Michael D. Lieberman',{year},sum,pubcount,increasing,0.74999999999999989
419,{name},'Chinya V. Ravishankar',{year},sum,pubcount,decreasing,0.74999999999999989
420,{name},'Liam MacDermed',{year},sum,pubcount,decreasing,1.0
421,{name},'Kostas Tsichlas',{year},sum,pubcount,increasing,1.0
422,{name},'Feng Zhao',{year},sum,pubcount,increasing,0.74999999999999989
423,{name},'Mengmeng Liu',{year},sum,pubcount,increasing,1.0
424,{name},'Nikos Giatrakos',{year},sum,pubcount,decreasing,0.75
425,{name},'Moshe Koppel',{year},sum,pubcount,increasing,0.75
426,{name},'Marco Montali',{year},sum,pubcount,decreasing,1.0
427,{name},'Stuart C. Shapiro',{year},sum,pubcount,increasing,0.74999999999999989
428,{name},'Florian Waas',{year},sum,pubcount,decreasing,0.74999999999999989
429,{name},'Christopher D. Manning',{year},sum,pubcount,decreasing,1.0
430,{name},'Sundeep Rangan',{year},sum,pubcount,increasing,1.0
431,{name},'Siddharth Srivastava',{year},sum,pubcount,decreasing,1.0
432,{name},'Santiago Fern+\xedndez',{year},sum,pubcount,decreasing,1.0
433,{name},'Hongkun Zhao',{year},sum,pubcount,decreasing,1.0
434,{name},'Mladen Kolar',{year},sum,pubcount,increasing,0.74999999999999989
435,{name},'Xi Alice Gao',{year},sum,pubcount,increasing,1.0
436,{name},'Mehryar Mohri',{year},sum,pubcount,increasing,0.7350000000000001
437,{name},'Sandeep Uttamchandani',{year},sum,pubcount,decreasing,1.0
438,{name},'Mayank Bawa',{year},sum,pubcount,decreasing,1.0
439,{name},'Igor Tatarinov',{year},sum,pubcount,decreasing,1.0
440,{name},'Caetano Traina Jr.',{year},sum,pubcount,decreasing,0.74999999999999989
441,{name},'Vibhav Gogate',{year},sum,pubcount,decreasing,0.89285714285714279
442,{name},'Cynthia Matuszek',{year},sum,pubcount,increasing,1.0
443,{name},'Bin Liu 0005',{year},sum,pubcount,increasing,0.75000000000000011
444,{name},'Koray Kavukcuoglu',{year},sum,pubcount,increasing,1.0
445,{name},'Gideon Schaller',{year},sum,pubcount,decreasing,1.0
446,{name},'Marek J. Druzdzel',{year},sum,pubcount,increasing,1.0
447,{name},'Yanyan Lan',{year},sum,pubcount,increasing,0.74999999999999989
448,{name},'Marek Petrik',{year},sum,pubcount,increasing,0.8928571428571429
449,{name},'Qian Chen',{year},sum,pubcount,decreasing,1.0
450,{name},'Shaojun Wang',{year},sum,pubcount,increasing,0.75
451,{name},'Yu-Yin Sun',{year},sum,pubcount,decreasing,1.0
452,{name},'Abdeslam Boularias',{year},sum,pubcount,increasing,0.74999999999999989
453,{name},'Alejandro Javier Garc+\xa1a',{year},sum,pubcount,increasing,1.0
454,{name},'Ian P. Gent',{year},sum,pubcount,decreasing,0.75
455,{name},'Liang Sun',{year},sum,pubcount,increasing,0.83333333333333337
456,{name},'Dawei Jiang',{year},sum,pubcount,decreasing,0.75
457,{name},'Jie Shao',{year},sum,pubcount,increasing,1.0
458,{name},'Yann Dauphin',{year},sum,pubcount,decreasing,0.75
459,{name},'Ben Recht',{year},sum,pubcount,decreasing,0.75
460,{name},'Dmitri A. Dolgov',{year},sum,pubcount,increasing,1.0
461,{name},'Kostas Stefanidis',{year},sum,pubcount,decreasing,0.75
462,{name},'Su-In Lee',{year},sum,pubcount,increasing,0.74999999999999989
463,{name},'Zahra Zamani',{year},sum,pubcount,increasing,1.0
464,{name},'Weizhu Chen',{year},sum,pubcount,decreasing,0.74999999999999989
465,{name},'Ana L. C. Bazzan',{year},sum,pubcount,increasing,1.0
466,{name},'Christian Lebiere',{year},sum,pubcount,increasing,1.0
467,{name},'Wenlin Chen',{year},sum,pubcount,decreasing,1.0
468,{name},'Xuegang Hu',{year},sum,pubcount,increasing,1.0
469,{name},'Luo Si',{year},sum,pubcount,decreasing,0.75
470,{name},'Victor S. Sheng',{year},sum,pubcount,increasing,0.75000000000000011
471,{name},'Noah A. Smith',{year},sum,pubcount,increasing,0.74999999999999989
472,{name},'Dushyanth Narayanan',{year},sum,pubcount,increasing,1.0
473,{name},'James L. Benedict',{year},sum,pubcount,increasing,1.0
474,{name},'Hujun Bao',{year},sum,pubcount,decreasing,1.0
475,{name},'David Haglin',{year},sum,pubcount,increasing,1.0
476,{name},'Jeffrey Pound',{year},sum,pubcount,decreasing,1.0
477,{name},'Bal+\xedzs Sz+\xa6r+\xacnyi',{year},sum,pubcount,decreasing,1.0
478,{name},'Wei Chen',{year},sum,pubcount,decreasing,0.75000000000000011
479,{name},'Zhiping Zeng',{year},sum,pubcount,increasing,1.0
480,{name},'Richard Booth',{year},sum,pubcount,increasing,0.74999999999999989
481,{name},'Ryan P. Adams',{year},sum,pubcount,increasing,1.0
482,{name},'Stefan Edelkamp',{year},sum,pubcount,decreasing,0.75
483,{name},'Lin Xiao',{year},sum,pubcount,decreasing,0.75
484,{name},'Michael Mathioudakis',{year},sum,pubcount,decreasing,1.0
485,{name},'Egemen Tanin',{year},sum,pubcount,decreasing,0.80000000000000016
486,{name},'Peter L. Bartlett',{year},sum,pubcount,increasing,0.79999999999999993
487,{name},'Yujun Wang',{year},sum,pubcount,increasing,0.75
488,{name},'Piotr Indyk',{year},sum,pubcount,decreasing,0.75
489,{name},'Agma J. M. Traina',{year},sum,pubcount,increasing,1.0
490,{name},'Xiaopeng Xiong',{year},sum,pubcount,decreasing,0.74999999999999989
491,{name},'Jay Kreps',{year},sum,pubcount,increasing,1.0
492,{name},'Arvind Agarwal',{year},sum,pubcount,decreasing,0.75
493,{name},'Abhishek B. Sharma',{year},sum,pubcount,decreasing,0.75
494,{name},'Zhen Li',{year},sum,pubcount,increasing,1.0
495,{name},'Felix Beier',{year},sum,pubcount,decreasing,1.0
496,{name},'Micah Sherr',{year},sum,pubcount,decreasing,0.75
497,{name},'Prasanna Padmanabhan',{year},sum,pubcount,increasing,1.0
498,{name},'Thomas L+\xacaut+\xac',{year},sum,pubcount,decreasing,1.0
499,{name},'Kenneth Ward Church',{year},sum,pubcount,increasing,0.74999999999999989
500,{name},'YongChul Kwon',{year},sum,pubcount,decreasing,1.0
501,{name},'Gagan Agrawal',{year},sum,pubcount,increasing,0.75
502,{name},'Till Westmann',{year},sum,pubcount,increasing,0.75
503,{name},'Jun Yan',{year},sum,pubcount,increasing,0.75000000000000011
504,{name},'Brian Dalessandro',{year},sum,pubcount,decreasing,0.74999999999999989
505,{name},'David Chu',{year},sum,pubcount,increasing,1.0
506,{name},'Kurt M. Dresner',{year},sum,pubcount,increasing,1.0
507,{name},'Michalis K. Titsias',{year},sum,pubcount,decreasing,1.0
508,{name},'Jianna Zhang',{year},sum,pubcount,increasing,0.75
509,{name},'Jin Huang',{year},sum,pubcount,decreasing,1.0
510,{name},'Ping Luo',{year},sum,pubcount,decreasing,0.74999999999999978
511,{name},'J+\xa6rg Sander',{year},sum,pubcount,increasing,1.0
512,{name},'Claire A. Montgomery',{year},sum,pubcount,increasing,1.0
513,{name},'Anika Schumann',{year},sum,pubcount,increasing,0.74999999999999989
514,{name},'Xiang Zhao',{year},sum,pubcount,decreasing,1.0
515,{name},'Masatoshi Yoshikawa',{year},sum,pubcount,increasing,0.74999999999999989
516,{name},'Shiwali Mohan',{year},sum,pubcount,increasing,1.0
517,{name},'William Stafford Noble',{year},sum,pubcount,increasing,1.0
518,{name},'Chuan-Sheng Foo',{year},sum,pubcount,decreasing,1.0
519,{name},'Antonios Deligiannakis',{year},sum,pubcount,increasing,0.7386018237082066
520,{name},'David Minnen',{year},sum,pubcount,increasing,1.0
521,{name},'Sebastian Stein',{year},sum,pubcount,increasing,0.74999999999999989
522,{name},'Talma Hendler',{year},sum,pubcount,decreasing,1.0
523,{name},'Ian N. Davidson',{year},sum,pubcount,increasing,1.0
524,{name},'Daxin Jiang',{year},sum,pubcount,increasing,0.75
525,{name},'Marco Cuturi',{year},sum,pubcount,decreasing,0.75
526,{name},'Bernd Porr',{year},sum,pubcount,increasing,1.0
527,{name},'Barry Smyth',{year},sum,pubcount,increasing,1.0
528,{name},'Andy Diwen Zhu',{year},sum,pubcount,decreasing,1.0
529,{name},'Philippe Lamarre',{year},sum,pubcount,decreasing,1.0
530,{name},'Haifeng Liu',{year},sum,pubcount,decreasing,0.75
531,{name},'Maya Ramanath',{year},sum,pubcount,increasing,1.0
532,{name},'Li Wei',{year},sum,pubcount,increasing,1.0
533,{name},'Tomasz P. Michalak',{year},sum,pubcount,decreasing,0.80000000000000016
534,{name},'Anand Rajaraman',{year},sum,pubcount,decreasing,0.80000000000000016
535,{name},'Yiyao Lu',{year},sum,pubcount,decreasing,1.0
536,{name},'Dean P. Foster',{year},sum,pubcount,increasing,0.74999999999999989
537,{name},'Emmett Tomai',{year},sum,pubcount,increasing,1.0
538,{name},'Zengfeng Huang',{year},sum,pubcount,increasing,1.0
539,{name},'Sudipta Sengupta',{year},sum,pubcount,increasing,0.74999999999999989
540,{name},'Tatsuo Tsuji',{year},sum,pubcount,increasing,1.0
541,{name},'Yoav Freund',{year},sum,pubcount,decreasing,1.0
542,{name},'Sandeep Gupta',{year},sum,pubcount,decreasing,1.0
543,{name},'Kirsten Hildrum',{year},sum,pubcount,decreasing,1.0
544,{name},'Xiangyu Duan',{year},sum,pubcount,increasing,1.0
545,{name},'Zo+\xac Lacroix',{year},sum,pubcount,increasing,0.75000000000000011
546,{name},'Karl Dias',{year},sum,pubcount,increasing,0.79999999999999993
547,{name},'Manish Bhide',{year},sum,pubcount,increasing,0.74999999999999989
548,{name},'Dan Klein',{year},sum,pubcount,increasing,0.72321428571428559
549,{name},'Chad Hogg',{year},sum,pubcount,increasing,0.74999999999999989
550,{name},'Hua-Gang Li',{year},sum,pubcount,increasing,0.74999999999999989
551,{name},'Jed Irvine',{year},sum,pubcount,decreasing,1.0
552,{name},'Takashi Kobayashi',{year},sum,pubcount,increasing,1.0
553,{name},'Rafael Pass',{year},sum,pubcount,decreasing,0.75
554,{name},'Zhuowei Bao',{year},sum,pubcount,increasing,0.75000000000000011
555,{name},'Sriram Krishnan',{year},sum,pubcount,decreasing,1.0
556,{name},'Janet L. Wiener',{year},sum,pubcount,increasing,1.0
557,{name},'Peter Bailis',{year},sum,pubcount,decreasing,1.0
558,{name},'Nizar Bouguila',{year},sum,pubcount,decreasing,1.0
559,{name},'Alexis Battle',{year},sum,pubcount,increasing,1.0
560,{name},'Alfonso Gerevini',{year},sum,pubcount,increasing,1.0
561,{name},'Cliff Chiung-Yu Lin',{year},sum,pubcount,decreasing,1.0
562,{name},'Atish Das Sarma',{year},sum,pubcount,increasing,0.75
563,{name},'Martin Gebser',{year},sum,pubcount,decreasing,0.75
564,{name},'Steven Euijong Whang',{year},sum,pubcount,increasing,0.74999999999999989
565,{name},'Bin Wu',{year},sum,pubcount,increasing,0.74999999999999989
566,{name},'Shixia Liu',{year},sum,pubcount,decreasing,0.83333333333333337
567,{name},'Ceren Budak',{year},sum,pubcount,decreasing,1.0
568,{name},'Makoto Yamada',{year},sum,pubcount,decreasing,0.75
569,{name},'Ivan T. Bowman',{year},sum,pubcount,increasing,0.74999999999999989
570,{name},'Matthew Lease',{year},sum,pubcount,decreasing,1.0
571,{name},'Venkatesh Raghavan',{year},sum,pubcount,decreasing,0.75
572,{name},'Paraschos Koutris',{year},sum,pubcount,increasing,0.75
573,{name},'Dmitry Lychagin',{year},sum,pubcount,increasing,0.75
574,{name},'Gilles Blanchard',{year},sum,pubcount,decreasing,0.75
575,{name},'Hubie Chen',{year},sum,pubcount,increasing,1.0
576,{name},'Sylvain Calinon',{year},sum,pubcount,decreasing,1.0
577,{name},'Jonas Peters',{year},sum,pubcount,increasing,0.74999999999999989
578,{name},'Aurelie C. Lozano',{year},sum,pubcount,increasing,0.74999999999999989
579,{name},'Iluju Kiringa',{year},sum,pubcount,decreasing,0.74999999999999989
580,{name},'Harish D.',{year},sum,pubcount,decreasing,1.0
581,{name},'Jeong-Hoon Lee',{year},sum,pubcount,decreasing,1.0
582,{name},'William Adams',{year},sum,pubcount,increasing,1.0
583,{name},'Kenneth O. Stanley',{year},sum,pubcount,increasing,1.0
584,{name},'Sang-Hee Lee',{year},sum,pubcount,decreasing,1.0
585,{name},'Giacomo Indiveri',{year},sum,pubcount,increasing,0.75
586,{name},'Huahua Wang',{year},sum,pubcount,increasing,0.74999999999999989
587,{name},'Haoqi Zhang',{year},sum,pubcount,decreasing,0.75
588,{name},'ErHeng Zhong',{year},sum,pubcount,decreasing,1.0
589,{name},'Siau-Cheng Khoo',{year},sum,pubcount,increasing,1.0
590,{name},'Francesco Gullo',{year},sum,pubcount,increasing,0.74999999999999989
591,{name},'Hankz Hankui Zhuo',{year},sum,pubcount,decreasing,1.0
592,{name},'Hans Tompits',{year},sum,pubcount,increasing,0.75
593,{name},'Frank Hutter',{year},sum,pubcount,decreasing,1.0
594,{name},'Youngmin Cho',{year},sum,pubcount,increasing,1.0
595,{name},'Pavel Zezula',{year},sum,pubcount,decreasing,1.0
596,{name},'Kurt Driessens',{year},sum,pubcount,decreasing,0.75
597,{name},'David Kensche',{year},sum,pubcount,decreasing,1.0
598,{name},'Prashant P. Reddy',{year},sum,pubcount,decreasing,1.0
599,{name},'Kayur Patel',{year},sum,pubcount,increasing,1.0
600,{name},'German Shegalov',{year},sum,pubcount,decreasing,1.0
601,{name},'Mohamed A. Sharaf',{year},sum,pubcount,increasing,0.75
602,{name},'Claudia Nieder+\xace',{year},sum,pubcount,increasing,1.0
603,{name},'Sivaramakrishnan Natarajan',{year},sum,pubcount,decreasing,0.75
604,{name},'Mary F. Fern+\xedndez',{year},sum,pubcount,increasing,0.75
605,{name},'Aixin Sun',{year},sum,pubcount,increasing,1.0
606,{name},'David Zhang',{year},sum,pubcount,decreasing,1.0
607,{name},'Rahul Shah',{year},sum,pubcount,decreasing,0.79999999999999993
608,{name},'Anna Cinzia Squicciarini',{year},sum,pubcount,increasing,1.0
609,{name},'Kien A. Hua',{year},sum,pubcount,increasing,1.0
610,{name},'Zhenzhen Xue',{year},sum,pubcount,increasing,1.0
611,{name},'Ian Porteous',{year},sum,pubcount,decreasing,1.0
612,{name},'Zhikun Wang',{year},sum,pubcount,decreasing,1.0
613,{name},'Spyros Blanas',{year},sum,pubcount,decreasing,0.74999999999999989
614,{name},'Richard Mortier',{year},sum,pubcount,increasing,1.0
615,{name},'Serge Gaspers',{year},sum,pubcount,increasing,0.75
616,{name},'Jian Huang',{year},sum,pubcount,decreasing,1.0
617,{name},'Susanne E. Hambrusch',{year},sum,pubcount,increasing,1.0
618,{name},'Benjamin Schrauwen',{year},sum,pubcount,increasing,1.0
619,{name},'Dong Xu',{year},sum,pubcount,increasing,1.0
620,{name},'Loreto Bravo',{year},sum,pubcount,increasing,0.74999999999999989
621,{name},'Anguel Novoselsky',{year},sum,pubcount,decreasing,1.0
622,{name},'Quanquan Gu',{year},sum,pubcount,decreasing,0.74999999999999989
623,{name},'Wei Han',{year},sum,pubcount,increasing,1.0
624,{name},'Ichiro Takeuchi',{year},sum,pubcount,decreasing,0.80000000000000016
625,{name},'Rie Kubota Ando',{year},sum,pubcount,increasing,0.74999999999999989
626,{name},'Padraig Cunningham',{year},sum,pubcount,increasing,1.0
627,{name},'Jean-Fran+\xbaois Baget',{year},sum,pubcount,decreasing,1.0
628,{name},'Jaeyoung Do',{year},sum,pubcount,increasing,1.0
629,{name},'Michael Seibold',{year},sum,pubcount,decreasing,1.0
630,{name},'Pascal Germain',{year},sum,pubcount,increasing,0.74999999999999989
631,{name},'Nimar S. Arora',{year},sum,pubcount,decreasing,1.0
632,{name},'Pavel Velikhov',{year},sum,pubcount,decreasing,1.0
633,{name},'Ioana Stanoi',{year},sum,pubcount,increasing,0.74999999999999989
634,{name},'Fan Guo',{year},sum,pubcount,decreasing,0.75
635,{name},'Luis Enrique Sucar',{year},sum,pubcount,increasing,1.0
636,{name},'Niels Birbaumer',{year},sum,pubcount,decreasing,1.0
637,{name},'Chunbin Lin',{year},sum,pubcount,increasing,1.0
638,{name},'William Hendrix',{year},sum,pubcount,decreasing,0.75
639,{name},'Ira Assent',{year},sum,pubcount,decreasing,0.75
640,{name},'Peter Pietzuch',{year},sum,pubcount,decreasing,0.75
641,{name},'Kevin Y. Yip',{year},sum,pubcount,increasing,1.0
642,{name},'Luigi Sauro',{year},sum,pubcount,decreasing,1.0
643,{name},'Ashok K. Goel',{year},sum,pubcount,decreasing,0.75
644,{name},'Enrico H. Gerding',{year},sum,pubcount,decreasing,0.75
645,{name},'Xinhua Zhang',{year},sum,pubcount,decreasing,0.80000000000000016
646,{name},'Korn+\xacl G. Mark+\xa6',{year},sum,pubcount,decreasing,1.0
647,{name},'Wenjie Li',{year},sum,pubcount,increasing,1.0
648,{name},'Richard T. Ellison',{year},sum,pubcount,increasing,1.0
649,{name},'Christopher Re',{year},sum,pubcount,increasing,0.75
650,{name},'Shigeru Shinomoto',{year},sum,pubcount,increasing,1.0
651,{name},'Sandra Zilles',{year},sum,pubcount,decreasing,1.0
652,{name},'Esther Pacitti',{year},sum,pubcount,increasing,0.74999999999999989
653,{name},'Yael Amsterdamer',{year},sum,pubcount,decreasing,1.0
654,{name},'Shantanu Godbole',{year},sum,pubcount,decreasing,1.0
655,{name},'Lutz Schr+\xa6der',{year},sum,pubcount,decreasing,0.75
656,{name},'Carla E. Brodley',{year},sum,pubcount,decreasing,0.75
657,{name},'Jianzhuang Liu',{year},sum,pubcount,decreasing,0.80000000000000016
658,{name},'Panagiotis Reveliotis',{year},sum,pubcount,decreasing,1.0
659,{name},'Haruo Yokota',{year},sum,pubcount,decreasing,1.0
660,{name},'Hao Ma',{year},sum,pubcount,decreasing,0.75
661,{name},'Dimitrios Antos',{year},sum,pubcount,decreasing,0.75
662,{name},'Keishi Tajima',{year},sum,pubcount,increasing,0.74999999999999989
663,{name},'Zhengyu Yin',{year},sum,pubcount,increasing,1.0
664,{name},'Jianchun Fan',{year},sum,pubcount,increasing,1.0
665,{name},'Xiaoyan Zhu',{year},sum,pubcount,decreasing,0.75
666,{name},'Sen Yang',{year},sum,pubcount,increasing,1.0
667,{name},'Frank Wm. Tompa',{year},sum,pubcount,decreasing,1.0
668,{name},'Jun Gao',{year},sum,pubcount,decreasing,1.0
669,{name},'Josep Llu+\xa1s de la Rosa',{year},sum,pubcount,decreasing,1.0
670,{name},'Jeff Bilmes',{year},sum,pubcount,increasing,0.74999999999999989
671,{name},'Katja Hose',{year},sum,pubcount,decreasing,0.75
672,{name},'Carson Kai-Sang Leung',{year},sum,pubcount,increasing,1.0
673,{name},'Yang Yang',{year},sum,pubcount,decreasing,1.0
674,{name},'Mikhail J. Atallah',{year},sum,pubcount,decreasing,0.74999999999999989
675,{name},'Mauro Maggioni',{year},sum,pubcount,decreasing,1.0
676,{name},'Michael K. Schwartz',{year},sum,pubcount,increasing,1.0
677,{name},'Samir Khuller',{year},sum,pubcount,decreasing,1.0
678,{name},'Timothy W. Finin',{year},sum,pubcount,increasing,1.0
679,{name},'Yexiang Xue',{year},sum,pubcount,decreasing,1.0
680,{name},'Yanghua Xiao',{year},sum,pubcount,increasing,1.0
681,{name},'Kai-Wei Chang',{year},sum,pubcount,increasing,0.74999999999999989
682,{name},'Ba Quan Truong',{year},sum,pubcount,decreasing,1.0
683,{name},'Yuxiao Hu',{year},sum,pubcount,decreasing,1.0
684,{name},'Yunhao Liu',{year},sum,pubcount,decreasing,0.75
685,{name},'Yuqing Wu',{year},sum,pubcount,increasing,0.75
686,{name},'Ashish Chawla',{year},sum,pubcount,decreasing,1.0
687,{name},'Daniel Tarlow',{year},sum,pubcount,increasing,0.74999999999999989
688,{name},'Yidong Yuan',{year},sum,pubcount,decreasing,1.0
689,{name},'Alejandro A. Vaisman',{year},sum,pubcount,increasing,1.0
690,{name},'Xiaodan Song',{year},sum,pubcount,decreasing,1.0
691,{name},'Domenico Lembo',{year},sum,pubcount,increasing,1.0
692,{name},'Bhaskara Marthi',{year},sum,pubcount,increasing,0.74999999999999989
693,{name},'Kishore Gopalakrishna',{year},sum,pubcount,decreasing,1.0
694,{name},'Michael P. Holmes',{year},sum,pubcount,increasing,1.0
695,{name},'Yue Pan',{year},sum,pubcount,increasing,1.0
696,{name},'Emile Richard',{year},sum,pubcount,increasing,1.0
697,{name},'Wei-Shi Zheng',{year},sum,pubcount,increasing,1.0
698,{name},'Ji Zhu',{year},sum,pubcount,decreasing,1.0
699,{name},'Xiaodan Wang',{year},sum,pubcount,increasing,1.0
700,{name},'Kevin S. McKelvey',{year},sum,pubcount,increasing,1.0
701,{name},'Udo Hahn',{year},sum,pubcount,decreasing,1.0
702,{name},'Teddy Candale',{year},sum,pubcount,increasing,1.0
703,{name},'Jie Zhang',{year},sum,pubcount,decreasing,0.96428571428571419
704,{name},'Kevin Swersky',{year},sum,pubcount,increasing,0.96428571428571419
705,{name},'Ling Wang',{year},sum,pubcount,increasing,0.74999999999999989
706,{name},'Roderic A. Grupen',{year},sum,pubcount,increasing,0.79999999999999993
707,{name},'Catherine Havasi',{year},sum,pubcount,decreasing,1.0
708,{name},'Ji Liu 0002',{year},sum,pubcount,decreasing,1.0
709,{name},'Nan Du',{year},sum,pubcount,decreasing,1.0
710,{name},'Georgia Koloniari',{year},sum,pubcount,increasing,0.75
711,{name},'Terran Lane',{year},sum,pubcount,decreasing,0.80000000000000016
712,{name},'Min Xie 0002',{year},sum,pubcount,decreasing,1.0
713,{name},'Xiang Zhang',{year},sum,pubcount,decreasing,1.0
714,{name},'Peng Wang',{year},sum,pubcount,increasing,0.75000000000000011
715,{name},'Olivier Buffet',{year},sum,pubcount,decreasing,0.80000000000000016
716,{name},'Mingzhu Wei',{year},sum,pubcount,increasing,0.74999999999999989
717,{name},'Aditya G. Parameswaran',{year},sum,pubcount,increasing,0.74999999999999989
718,{name},'Xuan S. Yang',{year},sum,pubcount,increasing,1.0
719,{name},'Ljupco Todorovski',{year},sum,pubcount,increasing,0.74999999999999989
720,{name},'Zhengzhang Chen',{year},sum,pubcount,increasing,1.0
721,{name},'Yasin Abbasi-Yadkori',{year},sum,pubcount,decreasing,1.0
722,{name},'Zhiming Ma',{year},sum,pubcount,increasing,0.74999999999999989
723,{name},'Nedyalko Borisov',{year},sum,pubcount,decreasing,1.0
724,{name},'Abhijit Pol',{year},sum,pubcount,increasing,0.79999999999999993
725,{name},'Juanzi Li',{year},sum,pubcount,decreasing,0.74999999999999989
726,{name},'Shuigeng Zhou',{year},sum,pubcount,decreasing,0.77884615384615385
727,{name},'Heiko M++ller',{year},sum,pubcount,increasing,0.74999999999999989
728,{name},'Haojun Zhang',{year},sum,pubcount,increasing,1.0
729,{name},'Roland Kays',{year},sum,pubcount,decreasing,1.0
730,{name},'Yu Wang',{year},sum,pubcount,increasing,1.0
731,{name},'Alun D. Preece',{year},sum,pubcount,decreasing,1.0
732,{name},'Pascal Hitzler',{year},sum,pubcount,increasing,1.0
733,{name},'Jinfeng Yi',{year},sum,pubcount,increasing,1.0
734,{name},'Yat Chiu Law',{year},sum,pubcount,decreasing,1.0
735,{name},'Marko Vrhovnik',{year},sum,pubcount,decreasing,1.0
736,{name},'Tom Y. Ouyang',{year},sum,pubcount,decreasing,1.0
737,{name},'James Pita',{year},sum,pubcount,decreasing,1.0
738,{name},'Riddhiman Ghosh',{year},sum,pubcount,increasing,1.0
739,{name},'John V. Guttag',{year},sum,pubcount,decreasing,1.0
740,{name},'Andrzej Cichocki',{year},sum,pubcount,decreasing,0.74999999999999989
741,{name},'Jaideep Srivastava',{year},sum,pubcount,increasing,0.75
742,{name},'Ioannis Caragiannis',{year},sum,pubcount,decreasing,0.75
743,{name},'Roger Zimmermann',{year},sum,pubcount,increasing,0.79999999999999993
744,{name},'Saleema Amershi',{year},sum,pubcount,decreasing,0.75
745,{name},'Robin D. Burke',{year},sum,pubcount,decreasing,1.0
746,{name},'Mingkui Tan',{year},sum,pubcount,increasing,1.0
747,{name},'Vana Kalogeraki',{year},sum,pubcount,decreasing,0.74999999999999989
748,{name},'Pannaga Shivaswamy',{year},sum,pubcount,increasing,1.0
749,{name},'Srikanta J. Bedathur',{year},sum,pubcount,decreasing,0.78125
750,{name},'Ming-Wei Chang',{year},sum,pubcount,increasing,1.0
751,{name},'Gal Elidan',{year},sum,pubcount,increasing,1.0
752,{name},'XianXing Zhang',{year},sum,pubcount,decreasing,1.0
753,{name},'Neel Sundaresan',{year},sum,pubcount,increasing,1.0
754,{name},'Entong Shen',{year},sum,pubcount,decreasing,1.0
755,{name},'Robert J. Woodward',{year},sum,pubcount,increasing,0.75
756,{name},'Roxana Girju',{year},sum,pubcount,increasing,0.74999999999999989
757,{name},'Neil Yorke-Smith',{year},sum,pubcount,increasing,1.0
758,{name},'David Newman',{year},sum,pubcount,increasing,0.74999999999999989
759,{name},'Chenjuan Guo',{year},sum,pubcount,increasing,1.0
760,{name},'Shui-Lung Chuang',{year},sum,pubcount,increasing,1.0
761,{name},'Soumyadeb Mitra',{year},sum,pubcount,decreasing,0.75
762,{name},'Masayuki Numao',{year},sum,pubcount,increasing,1.0
763,{name},'Yu Zhang',{year},sum,pubcount,decreasing,0.74999999999999989
